,0,1,2,3,4,5
1829,0,0,0,33,667,16
1830,0,0,0,3,158,3
1831,0,0,0,0,1,101
1832,0,0,0,0,25,483
1833,0,0,0,1,3,6
1834,0,0,0,0,1,991
1835,0,0,4,281,53,16
1836,52,5,2555,39,121,16
1837,50,53,5,2556,13,28
1838,0,0,0,386,1069,1070
1839,0,0,0,2557,6,1010
1840,0,0,984,174,2558,214
1841,23,2559,19,665,2560,113
1842,0,0,656,2561,715,1
1843,0,0,0,20,2562,2563
1844,0,1071,50,2564,21,549
1845,0,0,2565,2566,2567,2568
1846,191,2569,307,810,1033,2570
1847,0,0,0,0,2571,38
1848,62,7,506,2572,77,229
1849,348,627,241,665,2573,113
1850,0,0,657,2574,2575,508
1851,0,0,0,0,2576,2577
1852,0,0,0,2578,227,2579
1853,0,0,0,1,1072,282
1854,0,0,0,10,932,78
1855,0,144,61,31,69,464
1856,0,0,708,15,2580,2581
1857,0,0,308,5,2582,5
1858,0,0,0,0,2583,363
1859,45,246,20,36,2584,246
1860,0,0,78,2585,24,246
1861,0,289,2586,2587,53,5
1862,0,0,0,0,5,2588
1863,1073,165,620,360,165,501
1864,0,0,7,160,1074,165
1865,0,0,2589,1075,29,351
1866,0,0,0,61,2590,38
1867,0,0,61,161,342,2591
1868,0,0,1,159,191,2592
1869,0,3,382,1,3,382
1870,0,0,561,138,2593,130
1871,0,0,64,143,3,2594
1872,0,0,0,0,1,2595
1873,0,0,0,9,262,29
1874,0,0,2,89,58,658
1875,2,23,9,184,20,184
1876,0,12,2596,87,9,184
1877,0,0,1056,373,2597,37
1878,0,0,0,0,7,2598
1879,42,5,3,21,87,42
1880,0,39,2,21,1074,165
1881,0,0,2600,1075,29,335
1882,0,0,0,0,9,3
1883,0,0,0,94,164,186
1884,0,0,0,171,15,186
1885,177,21,451,12,241,533
1886,0,0,0,0,70,186
1887,0,0,0,13,23,186
1888,64,1,291,176,465,205
1889,0,0,0,0,80,705
1890,0,0,0,12,6,2601
1891,64,2,2602,10,350,2603
1892,0,0,0,0,1,652
1893,0,0,7,1076,16,42
1894,0,0,0,20,2604,43
1895,0,0,2605,2606,144,8
1896,0,197,7,13,229,2607
1897,0,414,62,339,2608,280
1898,0,0,0,207,85,193
1899,0,0,1,4,85,193
1900,0,0,0,2,23,2609
1901,0,0,185,42,82,193
1902,0,0,1,164,164,318
1903,0,1,4,3,453,38
1904,0,0,0,1077,6,631
1905,311,134,92,10,391,494
1906,0,0,70,164,164,318
1907,0,197,7,135,23,88
1908,0,0,0,0,0,10
1909,0,0,0,0,10,2610
1910,0,0,0,0,7,148
1911,0,0,0,0,148,2611
1912,0,0,17,149,53,23
1913,0,0,0,2,28,2612
1914,0,0,0,0,7,186
1915,0,86,2,12,23,2613
1916,0,2614,254,575,121,228
1917,39,75,4,21,2615,226
1918,0,0,0,460,543,323
1919,0,0,12,52,2616,141
1920,492,93,102,8,102,8
1921,0,0,0,135,180,1071
1922,53,67,136,53,67,136
1923,0,0,0,53,31,327
1924,1050,6,48,87,127,2617
1925,0,0,0,668,318,10
1926,0,0,0,0,2,10
1927,85,55,4,2618,227,2619
1928,0,0,0,4,32,2620
1929,11,32,21,730,285,339
1930,0,0,101,11,32,369
1931,0,0,1,44,44,318
1932,197,7,149,1,3,8
1933,0,0,1077,6,34,581
1934,0,0,0,0,64,7
1935,0,0,907,226,93,2621
1936,0,336,1,1,3,8
1937,0,48,2,23,15,6
1938,0,0,0,0,5,2622
1939,0,0,9,305,111,7
1940,0,0,0,13,3,21
1941,0,0,0,13,3,26
1942,0,0,0,189,2623,124
1943,0,0,12,47,703,219
1944,0,0,0,31,87,58
1945,235,24,5,481,100,16
1946,48,2,11,322,926,316
1947,0,0,1,2624,143,2625
1948,0,0,769,72,4,45
1949,0,0,0,2626,2627,2628
1950,0,0,4,1,642,1052
1951,6,21,87,128,15,2629
1952,0,36,387,126,2630,1032
1953,0,51,5,51,59,2631
1954,0,0,0,182,2632,2633
1955,0,0,33,275,12,128
1956,0,0,145,87,772,274
1957,0,0,11,51,59,2634
1958,0,2635,4,2636,123,1078
1959,0,0,0,2637,71,798
1960,0,0,0,5,2638,1
1961,0,0,0,66,43,240
1962,12,2639,97,46,59,59
1963,0,0,0,509,2640,8
1964,0,0,0,35,121,5
1965,0,182,181,108,5,1
1966,0,0,0,88,654,192
1967,0,0,0,14,94,2641
1968,0,0,30,67,270,2642
1969,0,0,601,4,22,2643
1970,0,0,14,209,4,1079
1971,0,0,0,2644,35,89
1972,0,0,0,2645,2,3
1973,0,0,122,2646,1080,2647
1974,0,75,2648,1081,23,4
1975,0,0,0,14,52,2649
1976,0,2,14,2650,18,66
1977,0,269,2651,291,19,479
1978,0,0,14,2652,54,2653
1979,0,3,157,1081,2,3
1980,0,510,14,175,2654,2655
1981,0,0,3,56,40,1082
1982,0,0,0,0,2656,1083
1983,0,14,2657,555,23,8
1984,0,0,0,122,43,244
1985,0,14,2658,32,269,2659
1986,0,0,0,0,2660,770
1987,0,0,3,56,40,1082
1988,0,0,0,0,540,540
1989,14,285,33,1084,100,3
1990,25,881,2661,668,2662,87
1991,0,0,0,0,2,14
1992,0,0,3,157,538,2663
1993,14,209,4,1079,101,1083
1994,32,163,664,12,469,163
1995,629,2666,36,218,263,614
1996,0,2667,20,697,946,8
1997,2668,2669,1015,1003,20,457
1998,266,48,2,3,4,200
1999,0,0,0,17,3,41
2000,0,0,0,2670,2671,2672
2001,0,2,9,236,13,2673
2002,0,0,0,2674,2675,2676
2003,2,2677,1,653,21,1085
2004,0,10,247,2678,24,2679
2005,0,0,0,25,790,2680
2006,2681,163,664,12,469,163
2007,0,0,0,0,2682,2683
2008,0,147,1,175,2684,2685
2009,0,0,0,1004,2686,920
2010,0,0,48,2687,2688,2689
2011,0,1,6,332,311,137
2012,0,12,579,2,911,923
2013,0,148,2690,48,2691,2692
2014,0,0,7,466,2693,2694
2015,12,27,89,773,2695,42
2016,0,0,330,114,42,105
2017,0,0,7,46,2696,19
2018,163,2697,2,32,469,163
2019,0,1086,2698,98,2699,42
2020,0,0,0,1,2700,65
2021,63,11,6,8,20,2701
2022,0,0,0,2702,410,669
2023,0,0,0,0,2703,28
2024,0,0,0,0,2704,2705
2025,0,0,0,0,120,2706
2026,0,0,0,0,439,2707
2027,0,0,0,346,26,523
2028,0,0,0,36,1087,2708
2029,0,1086,464,2709,72,2710
2030,0,0,0,0,2711,2712
2031,0,2713,332,190,2714,645
2032,0,0,75,2715,260,68
2033,0,2716,1088,899,42,2717
2034,0,0,0,0,645,2718
2035,0,385,2719,543,310,116
2036,0,0,57,1089,44,2720
2037,0,0,0,2721,2722,10
2038,0,0,0,0,16,646
2039,0,57,2723,2724,173,280
2040,0,0,0,270,2725,2726
2041,0,0,0,74,8,61
2042,28,2727,28,2728,222,222
2043,1090,11,95,1090,11,95
2044,0,0,0,106,63,2729
2045,0,0,0,2730,123,2731
2046,0,0,0,882,19,324
2047,0,0,0,2732,56,184
2048,0,0,0,0,670,671
2049,0,2733,2734,2735,759,2736
2050,0,0,0,0,0,0
2051,0,0,0,0,527,2737
2052,11,265,278,327,2738,1054
2053,919,2740,2741,33,151,8
2054,0,0,1073,2742,116,8
2055,0,0,317,2743,402,449
2056,0,0,0,0,108,793
2057,2,234,669,263,196,8
2058,0,0,115,85,229,2744
2059,0,0,2745,670,2746,606
2060,0,0,0,1091,1091,101
2061,0,0,0,114,8,2747
2062,0,0,216,338,57,113
2063,0,2748,950,400,672,672
2064,0,0,7,590,37,305
2065,0,0,0,2749,273,343
2066,0,13,637,4,2750,2751
2067,0,0,2752,2,2753,669
2068,0,0,2,841,80,9
2069,0,0,0,0,453,38
2070,0,2754,254,196,9,2755
2071,0,0,0,22,144,2756
2072,0,0,159,2757,1,291
2073,0,0,17,150,666,1092
2074,0,611,6,76,29,138
2075,0,0,0,937,58,1093
2076,6,486,577,12,89,2758
2077,0,110,6,77,2,2759
2078,0,437,1094,8,119,76
2079,0,0,0,526,1,2760
2080,0,0,0,5,201,2761
2081,0,0,88,1,2762,5
2082,0,0,74,34,208,402
2083,0,131,85,80,31,522
2084,0,0,0,0,46,2763
2085,0,0,0,45,364,2764
2086,0,0,0,1095,58,1093
2087,0,0,6,631,3,233
2088,110,6,77,2,44,630
2089,0,0,0,5,201,34
2090,0,437,1094,8,119,76
2091,0,3,233,110,6,77
2092,0,0,0,2,44,630
2093,0,0,0,2765,126,26
2094,0,0,12,1096,151,2766
2095,0,398,1097,1098,113,1099
2096,0,0,0,115,16,1100
2097,0,0,15,2767,256,2768
2098,0,0,0,277,615,2769
2099,152,663,8,494,2770,768
2100,0,0,115,2,22,2771
2101,0,0,766,291,143,1
2102,0,0,0,245,671,1
2103,0,0,0,2772,6,188
2104,0,0,46,1101,183,1
2105,1102,1103,1,663,2773,188
2106,0,0,0,2774,126,26
2107,0,0,12,1096,151,1100
2108,0,398,1097,1098,113,1099
2109,0,0,115,2,22,2775
2110,0,0,0,108,377,1
2111,0,0,0,190,1,188
2112,0,0,0,7,800,2776
2113,0,0,1,245,671,1
2114,0,0,0,467,6,29
2115,0,0,0,0,2777,188
2116,0,0,31,233,6,188
2117,0,0,0,46,1101,801
2118,0,0,449,202,41,643
2119,126,847,210,49,2778,30
2120,0,0,0,1102,1103,1
2121,0,0,0,190,1,647
2122,0,0,0,1,200,504
2123,0,0,0,0,98,2779
2124,0,0,0,0,475,24
2125,0,0,0,0,0,2780
2126,0,0,0,0,94,2781
2127,0,0,0,0,2782,1104
2128,0,0,0,603,604,287
2129,0,0,0,2783,2784,319
2130,0,0,6,94,122,2785
2131,0,0,0,0,10,2786
2132,0,0,0,1,1105,2787
2133,0,0,0,1017,273,2788
2134,0,0,0,1,1105,2789
2135,0,0,0,2790,24,2791
2136,0,0,91,7,64,1048
2137,0,0,0,0,2792,43
2138,0,0,0,475,24,26
2139,0,0,98,148,2793,569
2140,0,0,0,2794,421,571
2141,0,91,17,114,74,760
2142,0,0,0,0,2795,2796
2143,0,0,91,7,64,2797
2144,0,0,98,2798,2799,569
2145,0,0,0,78,47,2800
2146,0,0,0,0,63,2801
2147,0,0,20,23,26,2802
2148,0,289,11,19,61,931
2149,0,0,0,20,1,42
2150,0,11,19,11,604,26
2151,0,518,130,40,997,56
2152,0,0,352,41,2803,8
2153,0,0,0,0,13,210
2154,0,0,0,1,487,132
2155,0,0,0,9,13,54
2156,0,0,155,41,331,84
2157,0,1,1106,152,10,2804
2158,0,0,1,1106,93,42
2159,0,141,618,53,56,350
2160,0,0,0,5,31,588
2161,0,0,0,1,470,2805
2162,0,0,0,0,0,210
2163,0,0,0,0,190,2806
2164,0,0,0,0,459,152
2165,0,0,0,190,331,84
2166,0,3,72,11,104,158
2167,0,0,0,0,2,3
2168,0,0,0,0,0,158
2169,0,0,0,0,352,2807
2170,0,0,0,0,0,2808
2171,0,0,0,0,155,2809
2172,0,0,0,46,13,56
2173,0,5,3,77,12,23
2174,0,0,0,224,225,514
2175,0,0,0,17,41,231
2176,0,0,0,0,331,339
2177,0,0,1,4,1029,212
2178,0,0,0,6,69,132
2179,0,0,0,9,595,2810
2180,0,0,0,930,30,525
2181,0,0,0,0,14,686
2182,0,0,0,20,33,2811
2183,0,0,0,27,813,19
2184,0,0,0,2812,12,23
2185,0,0,0,0,0,2813
2186,0,0,1,1035,31,8
2187,0,0,0,0,2814,2815
2188,0,0,57,95,2816,19
2189,0,0,205,53,22,393
2190,0,0,0,1,40,97
2191,0,0,13,59,7,1107
2192,0,0,0,4,189,1108
2193,0,0,207,215,28,8
2194,0,12,1062,2817,282,5
2195,0,0,0,0,2818,375
2196,0,0,0,115,5,2819
2197,0,0,0,1,998,2820
2198,0,0,215,164,2821,2822
2199,0,0,207,4,189,1108
2200,0,0,0,164,2823,38
2201,0,0,93,1076,2824,49
2202,0,0,9,660,95,2825
2203,0,0,0,0,2826,35
2204,40,97,13,59,7,1107
2205,0,0,0,880,996,325
2206,0,0,0,2,10,2827
2207,0,0,0,2828,22,864
2208,0,0,0,2,52,143
2209,0,0,0,0,1,2829
2210,0,0,0,57,67,1068
2211,0,0,0,270,500,30
2212,0,11,458,26,1,4
2213,0,0,0,0,5,77
2214,0,0,0,0,0,667
2215,0,0,61,128,61,159
2216,0,0,0,101,455,124
2217,0,0,0,1,338,23
2218,0,0,0,9,2830,4
2219,0,0,0,5,62,281
2220,0,0,0,145,10,154
2221,0,0,0,0,129,209
2222,0,0,73,43,30,2831
2223,0,4,51,5,15,2832
2224,2,13,23,63,2833,68
2225,0,0,0,0,846,29
2226,0,0,0,0,276,35
2227,0,0,0,13,30,2834
2228,0,0,1,117,1104,40
2229,2,187,249,2835,39,602
2230,0,0,0,2,25,26
2231,0,0,0,39,71,170
2232,0,46,104,158,2,52
2233,0,0,0,430,1011,5
2234,0,0,0,216,43,30
2235,0,0,0,53,23,26
2236,0,0,53,145,570,55
2237,0,0,0,0,17,389
2238,0,0,0,224,367,2836
2239,0,357,2837,71,27,2838
2240,89,36,59,27,2839,90
2241,0,0,0,0,2840,24
2242,0,0,0,0,377,35
2243,0,0,0,0,9,2841
2244,2,10,121,16,260,68
2245,0,0,0,10,9,21
2246,0,0,0,0,2842,43
2247,0,0,35,9,418,132
2248,0,0,86,1,40,2843
2249,0,0,2,194,895,37
2250,0,0,2,2844,2845,955
2251,0,2,127,37,72,1
2252,0,0,0,0,15,2846
2253,0,2847,2848,15,353,37
2254,0,7,2849,2850,786,62
2255,0,0,288,62,2851,2852
2256,0,0,0,21,125,2853
2257,0,0,0,2854,517,25
2258,0,0,0,0,2855,1109
2259,0,0,63,5,49,2856
2260,0,0,0,0,169,1061
2261,0,0,0,0,2857,2858
2262,0,0,0,2859,2860,2861
2263,0,0,346,2862,5,448
2264,0,0,2863,755,1110,2864
2265,0,2865,2866,297,251,89
2266,0,0,2867,2868,81,469
2267,0,0,0,2869,731,2870
2268,0,0,0,2871,15,777
2269,0,2872,2873,456,2874,915
2270,0,0,0,2875,673,673
2271,0,0,0,0,148,1109
2272,0,0,2,26,661,2876
2273,0,2877,673,2878,2879,62
2274,0,0,0,39,2880,2881
2275,0,0,2882,255,40,2883
2276,0,2884,12,2885,2886,2887
2277,36,1111,10,2890,8,71
2278,0,0,15,2891,2,2892
2279,123,105,2894,149,39,1112
2280,0,0,51,2895,2896,2897
2281,0,2,1113,624,2898,2899
2282,2900,2901,183,8,2902,8
2283,0,0,2903,279,15,2904
2284,0,2905,2906,399,2907,474
2285,0,0,2908,667,215,4
2286,7,470,40,78,19,674
2287,0,2,3,122,125,2909
2288,0,0,914,401,21,2910
2289,0,0,0,2911,2912,2913
2290,966,2915,8,2,2916,1114
2291,2917,2918,2,2919,2920,1114
2292,0,0,259,1,2921,450
2293,0,0,433,12,6,63
2294,0,0,0,0,2922,358
2295,0,0,0,2923,28,866
2296,0,0,10,2924,446,2925
2297,0,420,2,2926,89,210
2298,0,0,2927,13,2928,288
2299,0,0,0,15,2929,2930
2300,0,0,20,734,2931,2932
2301,280,2933,674,719,13,30
2302,0,0,24,79,2934,1078
2303,0,2935,465,2936,2937,2938
2304,0,0,0,0,2939,557
2305,0,0,0,0,2940,674
2306,0,0,11,108,2941,2942
2307,2943,29,111,92,38,936
2308,0,0,0,2,1089,2944
2309,0,0,0,242,2945,2946
2310,0,2947,47,7,133,38
2311,0,2948,2949,2950,2951,657
2312,0,0,29,1085,2952,2953
2313,5,2954,2955,1,629,2956
2314,0,0,46,2,12,2957
2315,0,0,470,2958,710,2959
2316,0,6,47,2960,2961,77
2317,0,67,2962,2963,49,2964
2318,0,0,0,0,142,2965
2319,0,0,0,57,2966,2967
2320,0,0,215,43,223,2968
2321,0,0,0,2969,234,1116
2322,0,0,0,0,2970,1116
2323,0,0,662,2971,4,2972
2324,0,0,2973,2974,822,320
2325,0,0,43,223,2975,2976
2326,0,0,1046,321,2,234
2327,0,271,8,41,2977,405
2328,203,439,2978,439,2979,255
2329,0,0,45,2980,2981,817
2330,0,0,353,244,2982,336
2331,0,28,85,2983,2984,20
2332,0,0,0,0,92,1117
2333,0,77,2985,985,92,2986
2334,0,0,13,1001,92,1117
2335,0,0,0,0,523,2987
2336,0,0,0,2988,2989,2990
2337,0,0,39,2991,2992,2993
2338,0,0,0,2994,2995,1087
2339,0,0,0,0,2996,2997
2340,0,0,0,217,1080,2998
2341,298,17,124,15,2999,47
2342,0,0,0,3000,3001,38
2343,0,0,0,515,88,848
2344,0,1,647,25,3002,37
2345,0,0,0,69,47,3003
2346,0,0,0,65,1,1118
2347,0,0,0,782,24,1119
2348,0,0,0,1,3004,274
2349,0,0,0,3005,450,239
2350,0,197,4,61,49,68
2351,0,0,0,891,3006,21
2352,0,0,0,16,3007,87
2353,0,0,0,75,164,302
2354,0,0,292,925,6,1113
2355,0,0,171,239,119,42
2356,0,0,0,81,61,31
2357,0,0,298,70,44,3008
2358,0,0,0,3,3009,38
2359,0,0,0,70,1,1118
2360,0,0,145,517,24,1119
2361,0,0,0,1,3,3010
2362,0,0,0,0,0,3011
2363,0,197,70,164,49,68
2364,0,0,0,0,16,3012
2365,0,0,0,75,61,302
2366,0,0,0,63,1053,68
2367,0,0,10,3013,1084,3014
2368,0,0,0,2,52,219
2369,0,0,0,3015,130,3016
2370,0,0,92,10,3017,3018
2371,0,0,0,1067,18,66
2372,0,0,0,250,369,304
2373,0,0,0,0,75,3019
2374,0,0,0,207,1,3020
2375,0,142,61,23,2,23
2376,0,0,0,53,22,3021
2377,0,0,639,954,9,397
2378,0,0,6,68,81,513
2379,0,0,0,9,3022,233
2380,0,0,0,9,3023,1120
2381,0,0,0,119,3024,1120
2382,0,0,0,0,781,105
2383,0,0,0,0,4,3025
2384,0,0,0,0,141,3026
2385,0,0,0,0,194,274
2386,0,0,0,119,43,3027
2387,0,3028,1112,436,3029,3030
2388,36,3031,3032,10,3033,3034
2389,3035,32,1110,167,6,3036
2390,0,0,0,3037,1088,3038
2391,0,0,0,0,0,3039
2392,0,0,868,173,37,606
2393,0,0,0,1069,3040,3041
2394,0,0,0,0,527,148
2395,0,81,513,3,221,221
2396,0,0,311,17,137,137
2397,0,0,66,43,1,201
2398,0,0,0,0,2,118
2399,0,0,85,6,44,3042
2400,0,0,0,0,286,286
2401,0,0,443,4,6,3043
2402,0,0,0,3044,176,3045
2403,0,0,0,0,48,3046
2404,0,0,0,4,1044,3047
2405,0,0,0,4,1,137
2406,0,0,0,3,1013,221
2407,0,85,6,48,286,286
2408,15,2,3049,2,649,15
2409,0,0,3050,3051,3052,765
2410,0,3053,3054,3055,3056,3057
2411,983,3059,347,3060,1070,614
2412,3062,562,3063,40,3064,3065
2413,3067,476,3068,161,1122,1122
2414,306,913,727,3071,218,3072
2415,0,3073,675,3074,378,128
2416,0,0,3075,3076,7,172
2417,34,6,3077,293,293,293
2418,0,0,161,293,293,293
2419,3078,1123,1123,3079,1124,1125
2420,0,414,169,3080,1124,1125
2421,0,0,35,40,3081,675
2422,0,106,15,608,3082,3083
2423,0,3084,37,3085,1126,1126
2424,44,1026,93,3086,92,6
2425,3087,1121,3088,3089,174,3090
2426,3091,3092,8,347,2,1111
2427,0,0,0,3093,109,38
2428,0,0,171,723,3094,297
2429,0,0,0,675,1127,3095
2430,776,5,524,5,268,50
2431,0,0,0,161,3096,1127
2432,0,592,1115,3097,161,3098
2433,21,3099,608,19,3100,8
2434,0,0,0,0,3101,174
2435,0,0,0,626,3102,6
2436,0,2,288,127,105,3103
2437,0,3104,3105,202,357,5
2438,0,0,15,3106,3107,10
2439,24,3108,98,75,3,294
2440,125,464,3109,3110,3111,7
2441,1095,17,466,672,1049,6
2442,0,532,294,29,3112,3113
2443,0,4,45,364,1057,921
2444,3114,3115,21,3116,5,79
2445,1065,251,3117,668,251,721
2446,0,242,670,278,4,1092
2447,0,41,27,3118,61,219
2448,0,0,633,3119,257,1047
2449,0,225,108,612,3120,3121
2450,0,0,0,0,132,91
2451,409,64,3122,3123,292,990
2452,60,42,82,470,1,3124
2453,7,81,3125,8,39,457
2454,10,3126,1058,130,830,111
2455,0,0,3127,1128,3128,120
2456,0,0,1,47,3129,38
2457,0,45,3130,410,16,236
2458,0,1,3131,3132,3133,392
2459,0,0,44,1072,3134,3135
2460,0,7,3136,3137,3138,1012
2461,0,3139,169,141,892,3140
2462,263,54,211,92,825,211
2463,3141,992,3142,3143,258,42
2464,0,1,268,16,9,3144
2465,0,829,123,292,10,247
2466,0,0,0,0,3145,3146
2467,9,3147,38,107,58,205
2468,0,9,76,304,208,3148
2469,4,432,3149,15,4,432
2470,0,0,0,0,9,36
2471,0,0,0,3150,55,3151
2472,0,0,0,0,2,3152
2473,0,0,409,64,1128,3153
2474,0,4,67,317,238,219
2475,0,0,3154,414,329,95
2476,0,0,0,567,707,97
2477,791,3155,11,67,141,618
2478,2,56,9,418,429,222
2479,0,0,0,39,66,580
2480,0,4,1045,317,238,219
2481,0,0,3156,742,315,3157
2482,0,0,0,567,570,97
2483,0,86,11,251,3158,821
2484,11,334,9,418,429,222
2485,0,4,356,238,2,145
2486,0,0,0,154,146,67
2487,0,0,0,0,12,3159
2488,0,0,0,1041,314,394
2489,2,3160,22,659,4,3
2490,0,0,0,0,0,1
