,lyric,label
1499,비 오는 날에,0
1500,듣기 좋은 노래,0
1501,자꾸만 더 늘어가네요,0
1502,비가 오고,0
1503,비가 오고,0
1504,또 비가 오고,0
1505,슬픈 음악이 흐르면,0
1506,옛 노래처럼,0
1507,네가 생각나,0
1508,네가 생각나,0
1509,비가 오고,0
1510,잠이 안 오고,0
1511,슬픈 음악이 흐르면,0
1512,옛 가사처럼,0
1513,네가 생각나,0
1514,네가 생각나,0
1515,네가 생각나,0
1516,비 오는 날에,0
1517,듣기 좋은 노래,0
1518,자꾸만 더 늘어가네요,0
1519,이 비가 그치는 날에,0
1520,해 뜨는 날에,0
1521,이런 노래,0
1522,그만할게요,0
1523,터벅터벅 그 걸음으로,0
1524,어느 세월에 내게 오나요,0
1525,저 푸른 하늘 새들처럼,0
1526,날개를 달고 와야죠,0
1527,이리저리 돌아보면서,0
1528,어느 천년에 내게 오나요,0
1529,더 늦기 전에 돌아와요,0
1530,빨리빨리 오세요,0
1531,사랑아 멀어진 나의 사랑아,0
1532,내 님아 보고픈 나의 사람아,0
1533,어 허야 내가 내가 간다,0
1534,그리운 내 님 곁으로,0
1535,늦기 전에 더 늦기 전에,0
1536,계단 말고 엘리베이터,0
1537,터벅터벅 그 걸음으로,0
1538,어느 세월에 내게 오나요,0
1539,저 푸른 하늘 새들처럼,0
1540,날개를 달고 와야죠,0
1541,이리저리 돌아보면서,0
1542,어느 천년에 내게 오나요,0
1543,더 늦기 전에 돌아와요,0
1544,빨리빨리 오세요,0
1545,사랑아 멀어진 나의 사랑아,0
1546,내 님아 보고픈 나의 사람아,0
1547,어 허야 내가 내가 간다,0
1548,그리운 내 님 곁으로,0
1549,늦기 전에 더 늦기 전에,0
1550,계단 말고 엘리베이터,0
1551,계단 말고 엘리베이터,0
1552,어느 날 갑자기 운명처럼 만난 그대,0
1553,사랑의 아픔을 딛고 다시 일어나,0
1554,나를 바라보아요 나를 바라보아요,0
1555,당신의 힘이 되어 줄게요,0
1556,나를 바라보아요 나를 바라보아요,0
1557,사랑의 버팀목 되어 줄게요,0
1558,그러니 다시 한번 나를 보아요,0
1559,당신 곁에 내가 있어요,0
1560,그러니 다시 한번 나를 보아요,0
1561,사랑의 아픔 딛고,0
1562,어느 날 갑자기 운명처럼 만난 그대,0
1563,사랑의 아픔을 딛고 다시 일어나,0
1564,나를 바라보아요 나를 바라보아요,0
1565,당신의 힘이 되어 줄게요,0
1566,나를 바라보아요 나를 바라보아요,0
1567,사랑의 버팀목 되어 줄게요,0
1568,그러니 다시 한번 나를 보아요,0
1569,당신 곁에 내가 있어요,0
1570,그러니 다시 한번 나를 보아요,0
1571,사랑의 아픔 딛고,0
1572,사랑의 아픔 딛고,0
1573,우리의 모든 순간이,0
1574,애틋해 눈물 날 때면,0
1575,언제나 네게 닿을 수 있게,0
1576,가까이서 머물게,0
1577,유난히 더 힘든 날엔,0
1578,더 이상 외롭지 않게 안아줄게,0
1579,영원히 내 품에 너를 간직할게,0
1580,세상이 널 외면해도,0
1581,모두가 저버린대도,0
1582,항상 곁에서 변함없이 늘 있어줄게,0
1583,밝게 빛나는 별이 되어,0
1584,너를 비춰줄게 매일,0
1585,어두워 헤맬 때도,0
1586,앞이 두려워도,0
1587,언제나 널 지켜줄게,0
1588,세상이 널 아프게 할 땐,0
1589,내가 안아줄게 매일,0
1590,포근한 바람으로,0
1591,따듯한 햇살로,0
1592,난 널 지켜줄게 매일,0
1593,너의 모든 시간 속에 내가 함께할게,0
1594,오직 너를 위한 소중한 꿈을 담아,0
1595,밝게 빛나는 별이 되어,0
1596,너를 비춰줄게 매일,0
1597,어두워 헤맬 때도,0
1598,앞이 두려워도,0
1599,언제나 널 지켜줄게,0
1600,세상이 널 아프게 할 땐,0
1601,내가 안아줄게 매일,0
1602,포근한 바람으로,0
1603,따듯한 햇살로,0
1604,난 널 지켜줄게,0
1605,네가 걸어가는 그 길 따라,0
1606,수많은 별이 되어 비춰줄게,0
1607,눈부시게 또 아름답게,0
1608,너를 비춰줄게 매일,0
1609,세월이 흐른대도,0
1610,시간이 지나도,0
1611,언제나 널 사랑할게,0
1612,영원히 너만을 빛나게,0
1613,내가 비춰줄게 매일,0
1614,길고 긴 시간 속에서,0
1615,찾아올 끝에도,0
1616,너를 사랑할게 매일,0
1617,보고 싶다,0
1618,이렇게 말하니까 더 보고 싶다,0
1619,너희 사진을 보고 있어도,0
1620,보고 싶다,0
1621,너무 야속한 시간,0
1622,나는 우리가 밉다,0
1623,이젠 얼굴 한번 보는 것 조차,0
1624,힘들어진 우리가,0
1625,여긴 온통 겨울 뿐이야,0
1626,8월에도 겨울이 와,0
1627,마음은 시간을 달려가네,0
1628,홀로 남은 설국열차,0
1629,니 손 잡고 지구 반대편까지 가,0
1630,겨울을 끝내고파,0
1631,그리움들이 얼마나,0
1632,눈처럼 내려야 그 봄날이 올까,0
1633,허공을 떠도는,0
1634,작은 먼지처럼 작은 먼지처럼,0
1635,날리는 눈이 나라면,0
1636,조금 더 빨리,0
1637,네게 닿을 수 있을 텐데,0
1638,눈꽃이 떨어져요,0
1639,또 조금씩 멀어져요,0
1640,보고 싶다 보고 싶다,0
1641,보고 싶다 보고 싶다,0
1642,얼마나 기다려야,0
1643,또 몇 밤을 더 새워야,0
1644,널 보게 될까 널 보게 될까,0
1645,만나게 될까 만나게 될까,0
1646,추운 겨울 끝을 지나,0
1647,다시 봄날이 올 때까지,0
1648,꽃 피울 때까지,0
1649,그곳에 좀 더 머물러줘,0
1650,머물러줘,0
1651,니가 변한 건지,0
1652,니가 변한 건지,0
1653,아니면 내가 변한 건지,0
1654,내가 변한 건지,0
1655,이 순간 흐르는 시간조차 미워,0
1656,우리가 변한 거지 뭐,0
1657,모두가 그런 거지 뭐,0
1658,그래 밉다 니가 넌 떠났지만,0
1659,단 하루도 너를,0
1660,잊은 적이 없었지 난,0
1661,솔직히 보고 싶은데,0
1662,이만 너를 지울게,0
1663,그게 널 원망하기보단,0
1664,덜 아프니까,0
1665,시린 널 불어내 본다,0
1666,연기처럼 하얀 연기처럼,0
1667,말로는 지운다 해도,0
1668,사실 난 아직 널 보내지 못하는데,0
1669,눈꽃이 떨어져요,0
1670,또 조금씩 멀어져요,0
1671,보고 싶다 보고 싶다,0
1672,보고 싶다 보고 싶다,0
1673,얼마나 기다려야,0
1674,또 몇 밤을 더 새워야,0
1675,널 보게 될까 널 보게 될까,0
1676,만나게 될까 만나게 될까,0
1677,아침은 다시 올 거야,0
1678,어떤 어둠도 어떤 계절도,0
1679,영원할 순 없으니까,0
1680,벚꽃이 피나봐요,0
1681,이 겨울도 끝이 나요,0
1682,보고 싶다 보고 싶다,0
1683,보고 싶다 보고 싶다,0
1684,조금만 기다리면,0
1685,며칠 밤만 더 새우면,0
1686,만나러 갈게 만나러 갈게,0
1687,데리러 갈게 데리러 갈게,0
1688,추운 겨울 끝을 지나,0
1689,다시 봄날이 올 때까지,0
1690,꽃 피울 때까지,0
1691,그곳에 좀 더 머물러줘,0
1692,머물러줘,0
1693,어느 날 세상이 멈췄어,0
1694,아무런 예고도 하나 없이,0
1695,봄은 기다림을 몰라서,0
1696,눈치 없이 와버렸어,0
1697,발자국이 지워진 거리,0
1698,여기 넘어져있는 나,0
1699,혼자 가네 시간이,0
1700,미안해 말도 없이,0
1701,오늘도 비가 내릴 것 같아,0
1702,흠뻑 젖어버렸네,0
1703,아직도 멈추질 않아,0
1704,저 먹구름보다 빨리 달려가,0
1705,그럼 될 줄 알았는데,0
1706,나 겨우 사람인가 봐,0
1707,몹시 아프네,0
1708,세상이란 놈이 준 감기,0
1709,덕분에 눌러보는 먼지 쌓인 되감기,0
1710,넘어진 채 청하는 엇박자의 춤,0
1711,겨울이 오면 내쉬자,0
1712,더 뜨거운 숨,0
1713,끝이 보이지 않아,0
1714,출구가 있긴 할까,0
1715,잠시 두 눈을 감아,0
1716,여기 내 손을 잡아,0
1717,저 미래로 달아나자,0
1718,하루가 돌아오겠지,0
1719,아무 일도 없단 듯이,0
1720,또 하루 더 날아가지,0
1721,이 음악을 빌려 너에게 나 전할게,0
1722,사람들은 말해 세상이 다 변했대,0
1723,다행히도 우리 사이는,0
1724,아직 여태 안 변했네,0
1725,늘 하던 시작과 끝 ‘안녕’이란 말로,0
1726,오늘과 내일을 또 함께 이어보자고,0
1727,멈춰있지만 어둠에 숨지 마,0
1728,빛은 또 떠오르니깐,0
1729,끝이 보이지 않아,0
1730,출구가 있긴 할까,0
1731,잠시 두 눈을 감아,0
1732,여기 내 손을 잡아,0
1733,저 미래로 달아나자,0
1734,하루가 돌아오겠지,0
1735,아무 일도 없단 듯이,0
1736,또 하루 더 날아가지,0
1737,지금 나와 어디든 가자,0
1738,작은 가방 운동화 챙겨,0
1739,코발트블루 물결 눈부신 바다,0
1740,달빛 가득 묻은 작은 섬,0
1741,야경이 눈부신 도시는 어때,0
1742,함께라면 어디든 좋아 난,0
1743,너와 나 그곳으로 떠나는 거야,0
1744,상상에 상상에 상상을 더해서,0
1745,어머 깜짝야,0
1746,눈부셔 눈부셔 눈부셔 이건 뭐,0
1747,두 손 모아 소리치면,0
1748,푸른 하늘이 내게로 와,0
1749,날아가볼래,0
1750,상상의 상상의 미래로 가볼까,0
1751,바람을 타고,0
1752,새로운 눈빛에 가슴이 붐 붐 붐,0
1753,흑백영화 같은 하루에,0
1754,레몬 터지듯 짜릿함이 필요해,0
1755,지금 당장 널 데려갈게,0
1756,꿈꿔오던 사진 속 그곳으로,0
1757,민트그린빛 바람 가득한 숲 속,0
1758,달콤한 향기의 칵테일,0
1759,함께라면 어디든 좋아 난,0
1760,너와 나 그곳으로 떠나는 거야,0
1761,상상에 상상에 상상을 더해서,0
1762,어머 깜짝야,0
1763,눈부셔 눈부셔 눈부셔 이건 뭐,0
1764,두 손 모아 소리치면,0
1765,푸른 하늘이 내게로 와,0
1766,날아가볼래,0
1767,상상의 상상의 미래로 가볼까,0
1768,바람을 타고,0
1769,새로운 눈빛에 가슴이 붐 붐 붐,0
1770,너와 나의 비밀스런 풍경들,0
1771,언제라도 다시 와 주겠니,0
1772,은하수 아래 밤새 부른 노래,0
1773,영원히 잊지 않을 거야,0
1774,이 시간 속에 영원히,0
1775,네 품에 안기고 싶은걸,0
1776,단 둘이 이순간 잠들고 싶은걸,0
1777,지도엔 없는 이 곳을 꼭 기억해줘,0
1778,상상에 상상에 상상을 더해서,0
1779,어머 깜짝야,0
1780,눈부셔 눈부셔 눈부셔 이건 뭐,0
1781,처음 만난 세상 속에,0
1782,나의 가슴이 라 라 라 라,0
1783,날아가볼래,0
1784,상상의 상상의 미래로 가볼까,0
1785,바람을 타고,0
1786,새로운 눈빛에 가슴이 붐 붐 붐,0
1787,느낌이 오잖아,0
1788,떨리고 있잖아,0
1789,언제까지 눈치만 볼 거니,0
1790,네 맘을 말해봐,0
1791,딴청 피우지 말란 말이야,0
1792,네 맘 가는 그대로,0
1793,지금 내 손을 잡아,0
1794,어서 내 손을 잡아,0
1795,우연히 고개를 돌릴 때 마다,0
1796,눈이 마주치는 건,0
1797,며칠 밤 내내 꿈속에 나타나,0
1798,밤새 나를 괴롭히는 건,0
1799,그 많은 빈자리 중에서 하필,0
1800,내 옆자릴 고르는 건,0
1801,나도 모르게 어느새 실없는 웃음,0
1802,흘리고 있다는 건,0
1803,그럼 말 다했지 뭐,0
1804,우리 얘기 좀 할까,0
1805,느낌이 오잖아 떨리고 있잖아,0
1806,언제까지 눈치만 볼 거니,0
1807,네 맘을 말해봐,0
1808,딴청 피우지 말란 말이야,0
1809,네 맘 가는 그대로,0
1810,지금 내 손을 잡아,0
1811,핸드폰 진동에,0
1812,심장이 덜컥내려 앉는다는 건,0
1813,오 나도 모르게,0
1814,어느새 짓궂은 네 말투,0
1815,자꾸 듣고 싶은걸,0
1816,어떡해,0
1817,저기 멀리 걸어온다,0
1818,눈이 마주친다,0
1819,언제까지 넌 모른척 할거니,0
1820,사랑이 온거야 너와 나 말이야,0
1821,네가 좋아 정말 못 견딜 만큼,0
1822,그거면 된거야,0
1823,더는 생각하지 말란 말이야,0
1824,네 맘 가는 그대로,0
1825,느낌이 오잖아 떨리고 있잖아,0
1826,언제까지 눈치만 볼 거니,0
1827,네 맘을 말해봐,0
1828,딴청 피우지 말란 말이야,0
1829,네 맘 가는 그대로,0
1830,지금 내 손을 잡아,0
1831,그냥 내 손을 잡아,0
1832,지금 내 손을 잡아,0
1833,어쩜 살아가다 보면 한 번은 날 찾을지 몰라,0
1834,나 그 기대 하나로 오늘도 힘겹게 버틴 걸,0
1835,난 참 기억력도 좋지 않은데 왜 너에 관한 건,0
1836,그 사소한 추억들까지도 생각이 나는지,0
1837,너를 잊을 순 없지만 붙잡고 싶지만,0
1838,이별 앞에서 할 수 있는 건,0
1839,좋은 기억이라도 남도록 편히 보내주는 일,0
1840,혼자 남아도 괜찮아 가도 괜찮아,0
1841,세상에 제일 자신있는 건,0
1842,내가 언제나 그래왔듯이 너를 기다리는 일,0
1843,어쩜 살아가다보면 한 번은 날 찾을지 몰라,0
1844,난 그 기대 하나로 오늘도 힘겹게 버틴 걸,0
1845,부디 하루빨리 좋은 사람과 행복하길 바래,0
1846,그래야만 내 마음 속에서 널 보낼 것 같아,0
1847,너를 잊을 순 없지만 붙잡고 싶지만,0
1848,이별 앞에서 할 수 있는 건,0
1849,좋은 기억이라도 남도록 편히 보내주는 일,0
1850,이젠 멀어져 가지만 잠시였지만,0
1851,태어나 처음 잘한 듯한 건,0
1852,내겐 아무리 생각해봐도 너를 사랑했던 일,0
1853,서로가 하나씩 이별의 선물을 나눠간 거잖아,0
1854,난 마음을 준 대신 넌 내게 추억을 준 거야,0
1855,다시 또 나를 살아가게 할 거야,0
1856,날 아프게 했지만 울게 했지만,0
1857,이것 하나만큼은 고마워,0
1858,눈 감는 그날 내가 가져갈 추억 만들어줘서,0
1859,난 처음 너의 바램이 되고 싶어,0
1860,세상을 다 주겠다고 약속을 해,0
1861,많은 눈들의 착각이,0
1862,나에겐 혼란이 되어 너만 힘들게 했지,0
1863,더 잃을 것도 없었는데,0
1864,날 너와 비교했어 참 나는 못된,0
1865,사람이 됐고 모든 내 말들은,0
1866,널 위한 거였단 핑계가 돼,0
1867,근데 이젠 혼자 살기에는,0
1868,버거운 집과 혼자 앉아있긴,0
1869,너무 커 소파,0
1870,또 다 쓰지도 못하는 돈과 옷,0
1871,널 데려다줄 만한 큰 차,0
1872,뭐 다 가져버리고 나서 난,0
1873,영화 흘러나오다가,0
1874,혼잣말 옆에 없잖아 너가,0
1875,하루 종일 싸우고 안은 채,0
1876,잠들어도 좋아,0
1877,다 괜찮으니 와서 채워주라 이 소파,0
1878,혼자는 이 공간이 너무 커 필요해 너가,0
1879,필요해 너가,0
1880,손을 잡아주겠다던 너와 나 둘,0
1881,앞이 안 보일 때 너가 돼준 내 눈,0
1882,겨울에 함께 봤던 눈,0
1883,불타올랐지 아무리 추워도 난,0
1884,라고 말하던 때 그때 그 기억인 듯,0
1885,아직두 너와 듣던 노래들의 가사들,0
1886,가 익숙하던 예전 그대로,0
1887,고정돼있던 곡 뻔하던 그 제목,0
1888,초라해 질까 봐 난 말을 못 했어,0
1889,필요해 너가,0
1890,길을 걸었지,0
1891,누군가 옆에 있다고,0
1892,느꼈을 때,0
1893,나는 알아 버렸네,0
1894,이미 그대 떠난 후라는 걸,0
1895,나는 혼자 걷고 있던 거지,0
1896,갑자기 바람이 차가와지네,0
1897,마음은 얼고,0
1898,나는 그곳에 서서,0
1899,조금도 움직일 수 없었지,0
1900,마치 얼어 버린 사람처럼,0
1901,나는 놀라 서 있던 거지,0
1902,달빛이 숨어 흐느끼고 있네,0
1903,우 떠나 버린 그 사람,0
1904,우 생각나네,0
1905,우 돌아선 그 사람,0
1906,우 생각나네,0
1907,묻지 않았지,0
1908,왜 나를 떠나느냐고,0
1909,하지만 마음 너무 아팠네,0
1910,이미 그대 돌아서 있는 걸,0
1911,혼자 어쩔 수 없었지,0
1912,미운 건 오히려 나였어,0
1913,우 떠나 버린 그 사람,0
1914,우 생각나네,0
1915,우 돌아선 그 사람,0
1916,우 생각나네,0
1917,묻지 않았지,0
1918,왜 나를 떠나느냐고,0
1919,하지만 마음 너무 아팠네,0
1920,이미 그대 돌아서 있는 걸,0
1921,혼자 어쩔 수 없었지,0
1922,미운 건 오히려 나였어,0
1923,미운 건 오히려 나였어,0
1924,멋드러진 친구 내 오랜 친구야,0
1925,언제라도 그곳에서 껄껄껄 웃던,0
1926,멋드러진 친구 내 오랜 친구야,0
1927,언제라도 그곳으로 찾아오라던,0
1928,이왕이면 더 큰 잔에 술을 따르고,0
1929,이왕이면 마주 앉아,0
1930,마시자 그랬지,0
1931,그래 그렇게 마주 앉아서,0
1932,그래 그렇게 부딪쳐 보자,0
1933,가장 멋진 목소리로 기원하려 마,0
1934,가장 멋진 웃음으로 화답해 줄게,0
1935,오늘도 목로주점 흙바람 벽엔,0
1936,삼십 촉 백열등이 그네를 탄다,0
1937,월말이면 월급타서 로프를 사고,0
1938,연말이면 적금타서 낙타를 사자,0
1939,그래 그렇게 산에 오르고,0
1940,그래 그렇게 사막에 가자,0
1941,가장 멋진 내 친구야 빠뜨리지 마,0
1942,한 다스의 연필과 노트 한 권도,0
1943,오늘도 목로주점 흙바람 벽엔,0
1944,삼십 촉 백열등이 그네를 탄다,0
1945,밤하늘의 별을 따서 너에게 줄래,0
1946,너는 내가 사랑하니까,0
1947,더 소중하니까,0
1948,오직 너 아니면 안 된다고,0
1949,외치고 싶어 그저,0
1950,내 곁에만 있어줘,0
1951,떠나지 말아줘,0
1952,참 많이 어색했었죠 널 처음 만난 날,0
1953,멀리서 좋아하다가 들킨 사람처럼,0
1954,숨이 가득 차올라서,0
1955,아무 말 하지 못했는데,0
1956,너는 말 없이 웃으며 내 손 잡아줬죠,0
1957,밤하늘의 별을 따서 너에게 줄래,0
1958,너는 내가 사랑하니까,0
1959,더 소중하니까,0
1960,오직 너 아니면 안 된다고,0
1961,외치고 싶어,0
1962,그저 내 곁에만 있어줘,0
1963,떠나지 말아줘,0
1964,널 좋아하는 내 마음이 표현이 안 돼,0
1965,꿈이 아니면 좋겠어 자꾸 웃음 나와,0
1966,내 모든 걸 다 준대도,0
1967,너에겐 아깝질 않아,0
1968,이 순간이 영원하길 난 정말 행복해,0
1969,밤하늘의 별을 따서 너에게 줄래,0
1970,너는 내가 사랑하니까,0
1971,더 소중하니까,0
1972,오직 너 아니면 안 된다고,0
1973,외치고 싶어,0
1974,그저 내 곁에만 있어줘,0
1975,떠나지 말아줘,0
1976,그저 내 곁에만 있어줘,0
1977,떠나지 말아줘,0
1978,많고 많은 사람 중에,0
1979,너를 만나서 행복하고 싶어,0
1980,두 번 다시 울지 않을래,0
1981,오직 내 눈에는 너만 보여,0
1982,나를 아껴줘 이제부터,0
1983,혼자가 아니야 우린 함께니까,0
1984,나나나 난난 난난나,0
1985,나나나 난난 난난나,0
1986,나 나나나 난난 난난나 나나난나,0
1987,나나나 난난 난난나,0
1988,나나나 난난 난난나,0
1989,나 나나나 난난 난난나 나나난나,0
1990,이젠 잊기로 해요,0
1991,이젠 잊어야 해요,0
1992,사람 없는 성당에서 무릎 꿇고,0
1993,기도했던걸 잊어요,0
1994,이젠 잊기로 해요,0
1995,이젠 잊어야 해요,0
1996,그대 생일 그대에게,0
1997,선물했던 모든 의미를 잊어요,0
1998,사람 없는 성당에서 무릎 꿇고,0
1999,기도했던걸 잊어요,0
2000,그대 생일 그대에게,0
2001,선물했던 모든 의미를 잊어요,0
2002,술 취한 밤 그대에게,0
2003,고백했던 모든 일들을 잊어요,0
2004,눈 오던 날 같이 걷던 영화처럼,0
2005,그 좋았던걸 잊어요,0
2006,이젠 잊기로 해요,0
2007,이젠 잊어야 해요,0
2008,사람 없는 성당에서 무릎 꿇고,0
2009,기도했던걸,0
2010,이젠 잊기로 해요,0
2011,이젠 잊어야 해요,0
2012,술 취한 밤 그대에게 고백 했던,0
2013,모든 일들을,0
2014,이젠 잊기로 해요,0
2015,이젠 잊기로 해요,0
2016,라랄라라 라랄라라 라랄라라 라랄라라,0
2017,라랄라라 라랄라라 라랄라라 라랄라라,0
2018,라랄라라 라랄라라 라랄라라 라랄라라,0
2019,일부러 몇 발자국 물러나,0
2020,내가 없이 혼자 걷는 널 바라본다,0
2021,옆자리 허전한 너의 풍경,0
2022,흑백 거리 가운데 넌 뒤돌아본다,0
2023,그때 알게 되었어,0
2024,난 널 떠날 수 없단 걸,0
2025,우리 사이에 그 어떤 힘든 일도,0
2026,이별보단 버틸 수 있는 것들이었죠,0
2027,어떻게 이별까지 사랑하겠어,0
2028,널 사랑하는 거지,0
2029,사랑이라는 이유로,0
2030,서로를 포기하고,0
2031,찢어질 것같이 아파할 수 없어 난,0
2032,두세 번 더 길을 돌아갈까,0
2033,적막 짙은 도로 위에 걸음을 포갠다,0
2034,아무 말 없는 대화 나누며,0
2035,주마등이 길을 비춘 먼 곳을 본다,0
2036,그때 알게 되었어,0
2037,난 더 갈 수 없단 걸,0
2038,한 발 한 발 이별에 가까워질수록,0
2039,너와 맞잡은 손이 사라지는 것 같죠,0
2040,어떻게 이별까지 사랑하겠어,0
2041,널 사랑하는 거지,0
2042,사랑이라는 이유로,0
2043,서로를 포기하고,0
2044,찢어질 것같이 아파할 수 없어 난,0
2045,어떻게 내가 어떻게 너를,0
2046,이후에 우리 바다처럼 깊은 사랑이,0
2047,다 마를 때까지,0
2048,기다리는 게 이별일 텐데,0
2049,어떻게 내가 어떻게 너를,0
2050,이후에 우리 바다처럼 깊은 사랑이,0
2051,다 마를 때까지,0
2052,기다리는 게 이별일 텐데,0
2053,영원한 밤,0
2054,다치고 망가져도 나,0
2055,뭘 믿고 버티는 거야,0
2056,어차피 떠나면 상처투성인 채로 미워하게 될걸,0
2057,끝장을 보기 전 끝낼 순 없어,0
2058,이 아픔을 기다린 것처럼,0
2059,아마 다 잠깐 일지도 몰라,0
2060,우린 무얼 찾아서 헤매는 걸까,0
2061,내 세상 속엔 너만 있으면 돼,0
2062,네 멋대로 내 사랑을 끝낼순 없어,0
2063,이 아픔 없인 난 아무 의미가 없어,0
2064,아마 다 잠깐 일지도 몰라,0
2065,우린 무얼 찾아서 헤매는 걸까,0
2066,불안한 내 눈빛 속에 널 담아,0
2067,아프더라도 너만 있으면 돼,0
2068,네 멋대로 내 사랑을 끝낼 순 없어,0
2069,이 아픔 없인 난 아무 의미가 없어,0
2070,아프다 아물면 또 찾아오는 이 겁 없는 떨림,0
2071,이 아픔이 난 행복해,0
2072,나를 불쌍해 하는 네가 내 눈엔 더 불쌍해,0
2073,네 멋대로 내 사랑을 끝낼 순 없어,0
2074,이 아픔없인 난 아무 의미가 없어,0
2075,모두 결국 떠나가고,0
2076,내 눈물이 무뎌져도,0
2077,아프고 또 아파도,0
2078,지난 날 아무 계획도 없이,0
2079,여기 서울로 왔던 너,0
2080,좀 어리둥절한 표정이,0
2081,예전 나와 같아,0
2082,모습은 까무잡잡한 스포츠맨,0
2083,오직 그것만 해왔던,0
2084,두렵지만 설레임의 시작엔,0
2085,니가 있어,0
2086,괜찮아 잘 될 거야,0
2087,너에겐 눈부신 미래가 있어,0
2088,괜찮아 잘 될 거야,0
2089,우린 널 믿어 의심치 않아,0
2090,너만의 살아가야 할 이유,0
2091,그게 무엇이 됐든,0
2092,후회 없이만 산다면,0
2093,그것이 슈퍼스타,0
2094,괜찮아 잘 될 거야,0
2095,너에겐 눈부신 미래가 있어,0
2096,괜찮아 잘 될 거야,0
2097,우린 널 믿어 의심치 않아,0
2098,널 힘들게 했던 일들과,0
2099,그 순간에 흘렸던,0
2100,땀과 눈물을 한잔에 마셔 버리자,0
2101,괜찮아 잘 될 거야,0
2102,괜찮아 잘 될 거야,0
2103,괜찮아 잘 될 거야,0
2104,괜찮아 잘 될 거야,0
2105,괜찮아 잘 될 거야,0
2106,괜찮아 잘 될 거야,0
2107,너에겐 눈부신 미래가 있어,0
2108,괜찮아 잘 될 거야,0
2109,우린 널 믿어 의심치 않아,0
2110,나나나나나나,0
2111,나나나 나나나나나나 나,0
2112,나나나 나나 나나나,0
2113,나나나 나나나 나나 나,0
2114,너만의 인생의 슈퍼스타,0
2115,워우예~ 예~,0
2116,코발트블루 물결 눈부신 바다 (달빛 가득 묻은 작은 섬),0
2117,야경이 눈부신 도시는 어때 (함께라면 어디든 좋아 난~),0
2118,너와 나 그곳으로 떠나는 거야,0
2119,상상에 상상에 상상을 더해서 (어머 깜짝야) 눈부셔 눈부셔 눈부셔 이건 뭐,0
2120,(날아가볼래) 상상의 상상의 미래로 가볼까 (바람을 타고) 새로운 눈빛에 가슴이 붐 붐 붐,0
2121,~,0
2122,흑백영화 같은 하루에 레몬 터지듯 짜릿함이 필요해,0
2123,지금 당장 널 데려갈게 꿈꿔오던 사진 속 그곳으로,0
2124,민트 그린 빛 바람 가득한 숲 속 (달콤한 향기의 칵테일),0
2125,너와 나 그곳으로 떠나는 거야,0
2126,상상에 상상에 상상을 더해서 (어머 깜짝야) 눈부셔 눈부셔 눈부셔 이건 뭐,0
2127,(날아가볼래) 상상의 상상의 미래로 가볼까 (바람을 타고) 새로운 눈빛에 가슴이 붐 붐 붐~,0
2128,너와 나의 비밀스러운 풍경들 언제라도 다시 와 주겠니,0
2129,은하수 아래 밤새 부른 노래 영원히 잊지 않을 거야~~,0
2130,이 시간 속에 영원히 네 품에 안기고 싶은 걸 (단둘이 이 순간 잠들고 싶은 걸),0
2131,상상에 상상에 상상을 더해서 (어머 깜짝야) 눈부셔 눈부셔 눈부셔 이건 뭐,0
2132,(날아가볼래) 상상의 상상의 미래로 가볼까 (바람을 타고) 새로운 눈빛에 가슴이 붐 붐 붐~,0
2133,중2때까지 늘 첫째 줄에,0
2134,겨우 160 이 됐을 무렵,0
2135,쓸만한 녀석들은 모두 다,0
2136,이미 첫사랑 진행 중,0
2137,정말 듣고 싶었던 말이야,0
2138,물론 2년전 일이지만,0
2139,기뻐야하는 게 당연한데,0
2140,내 기분은 그게 아냐,0
2141,하지만 미안해 이 넓은,0
2142,가슴에 묻혀,0
2143,다른 누구를 생각했었어,0
2144,미안해 너의 손을 잡고,0
2145,걸을 때에도,0
2146,떠올렸었어 그 사람을,0
2147,널 좋아하면 좋아할수록,0
2148,상처 입은 날들이 더 많아,0
2149,모두가 즐거운 한 때에도,0
2150,나는 늘 그곳에 없어,0
2151,정말 미안한 일을 한걸까,0
2152,나쁘진 않았었지만,0
2153,친구인 채 였다면 오히려,0
2154,즐거웠을 것만 같아,0
2155,하지만 미안해 네 넓은,0
2156,가슴에 묻혀,0
2157,다른 누구를 생각했었어,0
2158,미안해 너의 손을 잡고,0
2159,걸을 때에도,0
2160,떠올랐었어 그 사람이,0
2161,하지만 미안해 이 넓은,0
2162,가슴에 묻혀,0
2163,다른 누구를 생각했었어,0
2164,미안해 너의 손을 잡고,0
2165,걸을 때에도,0
2166,떠올렸었어 그 사람을,0
2167,중2때까지 늘 첫째 줄에,0
2168,겨우 160 이 됐을 무렵,0
2169,쓸만한 녀석들은 모두 다,0
2170,이미 첫사랑 진행 중,0
2171,아득한 시간 속에 아직,0
2172,우리 사랑이 남아있을까,0
2173,멀어지던 그날의 너를 따라 걸어도,0
2174,텅 빈 거리엔 미움만,0
2175,너의 흔적을 마주칠 때마다,0
2176,익숙함 속에 떠나보내던,0
2177,소중했던 모든 날들은,0
2178,후회로 남아,0
2179,이렇게 또 내게 다가오나 봐,0
2180,멍하니 혼자 남아,0
2181,나도 모르게 널 그리워하다,0
2182,떠오르는 네 생각에 하루를 살아,0
2183,선명했던 우리의,0
2184,추억은 만남보다 이별에 남아,0
2185,여전히 너를 사랑하게 하나 봐,0
2186,그날처럼,0
